"concentration" "sp"
"205" 14.4940464537451 "a"
"206" 12.315635447857 "a"
"207" 6.77486071662794 "a"
"208" 13.9357409812957 "a"
"209" 12.2913126740282 "a"
"210" 11.7697989163855 "a"
"211" 14.9758520331052 "a"
"212" 9.42224771625269 "a"
"213" 11.1552609350268 "a"
"214" 18.1987418120721 "a"
"215" 10.1653410665499 "a"
"216" 12.9468384739945 "a"
"217" 13.9808801344345 "a"
"218" 6.83339277856466 "a"
"219" 5.59612185495413 "a"
"220" 12.206836794411 "a"
"221" 14.6034652277433 "a"
"222" 5.12986746162374 "a"
"223" 11.549429135375 "a"
"224" 11.1936546216269 "a"
"225" 17.3739961234419 "a"
"226" 14.0168041250943 "a"
"227" 11.3720965911098 "a"
"228" 12.0365475183731 "a"
"229" 16.6023505931532 "a"
"230" 12.2318754492214 "a"
"231" 12.2353125982468 "a"
"232" 9.66221678871091 "a"
"233" 12.4996790061956 "a"
"234" 12.7959737093242 "a"
"235" 14.6723421288608 "a"
"236" 10.5963348916005 "a"
"237" 14.2751236704206 "a"
"238" 10.0747909266902 "a"
"239" 13.8830154697423 "a"
"240" 12.7449903804689 "a"
"241" 9.89977254982738 "a"
"242" 10.2977952446424 "a"
"243" 11.2158182223316 "a"
"244" 8.80834489264025 "a"
"245" 11.6808940380337 "a"
"246" 14.3133112190268 "a"
"247" 20.2422106267462 "a"
"248" 11.7481957287726 "a"
"249" 13.6307029027509 "a"
"250" 14.2585836319062 "a"
"251" 9.57397761702639 "a"
"252" 15.0033595421722 "a"
"253" 13.3681575138979 "a"
"254" 7.69724907770677 "a"
"255" 11.2040855511658 "a"
"256" 13.9253074909252 "a"
"257" 10.7549369138653 "a"
"258" 10.6212729713282 "a"
"259" 9.62251795284214 "a"
"260" 8.52438259957385 "a"
"261" 14.1326699953453 "a"
"262" 15.8028052567147 "a"
"263" 11.5705468327481 "a"
"264" 10.4549132809704 "a"
"265" 16.4486735529246 "a"
"266" 11.5122332702212 "a"
"267" 12.1251275232069 "a"
"268" 13.4491196884166 "a"
"269" 8.4596184782164 "a"
"270" 10.0092787825716 "a"
"271" 10.0960503173608 "a"
"272" 9.89411090566232 "a"
"273" 13.7305511366139 "a"
"274" 5.66075888782269 "a"
"275" 12.7827290480242 "a"
"276" 15.441381570869 "a"
"277" 12.0443809456686 "a"
"278" 11.0647822682941 "a"
"279" 9.13141167568753 "a"
"280" 13.4202412756221 "a"
"281" 7.4584077609683 "a"
"282" 12.4928429930118 "a"
"283" 9.38740434430394 "a"
"284" 16.7799869829498 "a"
"285" 13.9397925683753 "a"
"286" 13.0721090555479 "a"
"287" 12.3071791895989 "a"
"288" 9.97419952441485 "a"
"289" 14.9162550712183 "a"
"290" 14.2676097877483 "a"
"291" 10.7151431307986 "a"
"292" 9.85822570885463 "a"
"293" 11.4288478032984 "a"
"294" 13.1995944351487 "a"
"295" 9.06646525648754 "a"
"296" 12.5512107286473 "a"
"297" 5.54906841076878 "a"
"298" 10.1311004227623 "a"
"299" 9.70368205268963 "a"
"300" 13.3929282563518 "a"
"301" 13.5668465055745 "a"
"302" 12.029381279797 "a"
"303" 10.6784214113913 "a"
"304" 15.5984686035042 "a"
"305" 11.6475945320507 "a"
"306" 12.1146293621417 "a"
"307" 15.5844168971139 "a"
"308" 13.0318750563087 "a"
"309" 11.012781076605 "a"
"310" 17.012573750577 "a"
"311" 9.24582539154355 "a"
"312" 11.7365780140881 "a"
"313" 15.9608811595042 "a"
"314" 17.1923583914947 "a"
"315" 18.4877882336303 "a"
"316" 11.0528025620023 "a"
"317" 10.2747116872899 "a"
"318" 7.78093069320634 "a"
"319" 18.8035795606761 "a"
"320" 9.68743821308797 "a"
"321" 13.1409470909832 "a"
"322" 13.8154103182649 "a"
"323" 15.0590224104527 "a"
"324" 13.4248291324447 "a"
"325" 5.44216067966224 "a"
"326" 14.7995765009255 "a"
"327" 13.4263062636982 "a"
"328" 13.1708448000852 "a"
"329" 9.81801554747044 "a"
"330" 14.9596678442298 "a"
"331" 16.2719507960102 "a"
"332" 13.454191533601 "a"
"333" 13.0477093378033 "a"
"334" 14.5803727488486 "a"
"335" 13.2138334338242 "a"
"336" 13.1011347641986 "a"
"337" 7.44240285147607 "a"
"338" 16.649409995936 "a"
"339" 13.499643197003 "a"
"340" 13.3826185545971 "a"
"341" 18.2301297998323 "a"
"342" 11.077048303251 "a"
"343" 14.8571126555348 "a"
"344" 13.5983648791802 "a"
"345" 11.7133568748741 "a"
"346" 11.5738098647036 "a"
"347" 8.45092286706496 "a"
"348" 13.6359552286032 "a"
"349" 4.25443367225773 "a"
"350" 14.3367000916081 "a"
"351" 12.8788209081116 "a"
"352" 11.7398762839548 "a"
"353" 7.6009215136193 "a"
"354" 8.75046165379261 "a"
"355" 15.1732121013796 "a"
"356" 10.9190375983307 "a"
"357" 13.0517812950462 "a"
"358" 12.0847729685801 "a"
"359" 13.4191447830705 "a"
"360" 9.24253581698407 "a"
"361" 10.8725296909814 "a"
"362" 6.56149870706333 "a"
"363" 12.8658006333149 "a"
"364" 11.4311322561687 "a"
"365" 12.053580639634 "a"
"366" 13.9512907272784 "a"
"367" 12.9307649562635 "a"
"368" 17.0050715067717 "a"
"369" 14.017843600833 "a"
"370" 11.1674460359216 "a"
"371" 11.5619208241415 "a"
"372" 17.1042954950278 "a"
"373" 13.4140736417131 "a"
"374" 13.7451002357209 "a"
"375" 13.998062088031 "a"
"376" 9.66329332452324 "a"
"377" 15.4899745434761 "a"
"378" 6.10636741439896 "a"
"379" 14.30751200478 "a"
"380" 18.7793159802305 "a"
"381" 10.568183125851 "a"
"382" 11.6922584736123 "a"
"383" 13.1060885284694 "a"
"384" 10.3937010180523 "a"
"385" 13.5198058239457 "a"
"386" 11.5483287072306 "a"
"387" 14.7127306686045 "a"
"388" 18.7261084124017 "a"
"389" 8.41463132814139 "a"
"390" 10.744432301726 "a"
"391" 14.3947541840969 "a"
"392" 13.4945164901759 "a"
"393" 12.3586806701136 "a"
"394" 10.8983918422664 "a"
"395" 12.7869932544446 "a"
"396" 12.788112374473 "a"
"397" 13.9222166339799 "a"
"398" 12.9212694923158 "a"
"399" 11.9006117976697 "a"
"400" 7.87574841952342 "a"
"401" 13.8838953393787 "a"
"402" 12.0064318527953 "a"
"403" 12.8531331681324 "a"
"404" 8.99466274134274 "a"
"405" 10.1483342140979 "a"
"406" 14.4845827183886 "a"
"407" 11.7455440629771 "a"
"408" 10.6958402491916 "a"
"409" 8.38549413269786 "a"
"410" 8.93793936023968 "a"
"411" 9.08631239111783 "a"
"412" 11.5172599134695 "a"
"413" 15.614061104439 "a"
"414" 12.2002386499805 "a"
"415" 9.35262694903936 "a"
"416" 11.9402407860588 "a"
"417" 12.9840494400715 "a"
"418" 9.20811414991978 "a"
"419" 8.60575509567265 "a"
"420" 15.2586911669958 "a"
"421" 13.5427263066692 "a"
"422" 12.8795051422776 "a"
"423" 10.312035508616 "a"
"424" 12.6214281712889 "a"
"425" 15.6842323722219 "a"
"426" 10.7099622920876 "a"
"427" 15.9957250551814 "a"
"428" 9.7101985317825 "a"
"429" 15.6969564946821 "a"
"430" 13.8271759887778 "a"
"431" 9.53237974837645 "a"
"432" 11.8570549305821 "a"
"433" 12.5120340320962 "a"
"434" 8.32478602169405 "a"
"435" 13.1619986526229 "a"
"436" 13.4720033309217 "a"
"437" 18.7173782523632 "a"
"438" 14.6766369268874 "a"
"439" 14.3967977511988 "a"
"440" 17.8063283066403 "a"
"441" 13.1827496988959 "a"
"442" 13.8975644831151 "a"
"443" 12.3077733074394 "a"
"444" 15.0306329946768 "a"
"445" 15.6440351557971 "a"
"446" 13.5026119749242 "a"
"447" 9.27159614724047 "a"
"448" 5.40837446405448 "a"
"449" 13.3156359665117 "a"
"450" 8.9117555089774 "a"
"451" 14.1392343118036 "a"
"452" 15.0848056173589 "a"
"453" 10.2881018237443 "a"
"454" 10.6979739544796 "a"
"455" 15.0159523943048 "a"
"456" 15.6106344480928 "a"
"457" 16.4885480908693 "a"
"458" 11.5302047033787 "a"
"459" 9.19190844081637 "a"
"460" 13.0576159385355 "a"
"461" 8.14143406033777 "a"
"462" 11.1824314347905 "a"
"463" 12.4707445107333 "a"
"464" 9.35456139529476 "a"
"465" 11.6343065239196 "a"
"466" 9.43424798212951 "a"
"467" 8.98281379500968 "a"
"468" 9.25814282752073 "a"
"469" 5.76529902185503 "a"
"470" 11.57805862911 "a"
"471" 15.8989129496598 "a"
"472" 11.9118936504174 "a"
"473" 5.29013448708995 "a"
"474" 13.6350901993944 "a"
"475" 14.492526157316 "a"
"476" 10.5072625706974 "a"
"477" 10.1969177872312 "a"
"478" 10.4634065577502 "a"
"479" 11.985202860728 "a"
"480" 11.7085562618726 "a"
"481" 11.9278938081735 "a"
"482" 11.617828987157 "a"
"483" 11.6043431389108 "a"
"484" 13.3612267663776 "a"
"485" 7.78099249692395 "a"
"486" 12.6327923608599 "a"
"487" 14.2570082684639 "a"
"488" 12.4151386402195 "a"
"489" 12.479040037099 "a"
"490" 12.6853059546912 "a"
"491" 8.51164884955978 "a"
"492" 14.5639755582204 "a"
"493" 11.273712364227 "a"
"494" 5.95201373291723 "a"
"495" 11.3169285200857 "a"
"496" 12.6725094978509 "a"
"497" 9.78952523513228 "a"
"498" 9.45986777837929 "a"
"499" 11.6656234193507 "a"
"500" 11.0651950309042 "a"
"501" 10.7390284245276 "b"
"502" 7.59918405941707 "b"
"503" 16.4541475064434 "b"
"504" 12.1860830677073 "b"
"505" 24.9921999167114 "b"
"506" 14.511163610043 "b"
"507" 15.6613673544026 "b"
"508" 17.628632435038 "b"
"509" 8.55311114425403 "b"
"510" 14.2987459417083 "b"
"511" 9.00452146234657 "b"
"512" 11.2956588012961 "b"
"513" 17.5389111530358 "b"
"514" 14.8605155455747 "b"
"515" 16.2109282957786 "b"
"516" 17.302363981242 "b"
"517" 17.6013045058338 "b"
"518" 11.2362565530149 "b"
"519" 14.5266060310109 "b"
"520" 13.4630496609065 "b"
"521" 16.2390626051987 "b"
"522" 16.6927687828423 "b"
"523" 17.1781978563023 "b"
"524" 13.7546933545253 "b"
"525" 15.1248459004962 "b"
"526" 15.672876151546 "b"
"527" 17.3592274212438 "b"
"528" 13.7299114883009 "b"
"529" 13.8973981303486 "b"
"530" 9.69893908220712 "b"
"531" 14.44938637237 "b"
"532" 17.5046159918348 "b"
"533" 13.2383984665136 "b"
"534" 13.9232027922413 "b"
"535" 21.3423865082384 "b"
"536" 16.936233157156 "b"
"537" 14.0630401331088 "b"
"538" 18.5563448485774 "b"
"539" 16.6613968918328 "b"
"540" 14.8387381838459 "b"
"541" 21.3823891045765 "b"
"542" 14.4368805616673 "b"
"543" 15.296273534818 "b"
"544" 20.7311344480845 "b"
"545" 19.8643671468222 "b"
"546" 21.2792039844066 "b"
"547" 12.9232922161992 "b"
"548" 8.1384056674006 "b"
"549" 10.0331949753886 "b"
"550" 16.7085282537455 "b"
"551" 13.5863322400731 "b"
"552" 14.9003709678771 "b"
"553" 16.1321012032816 "b"
"554" 18.4731540021856 "b"
"555" 19.1959499988798 "b"
"556" 21.3555117919184 "b"
"557" 11.737620391476 "b"
"558" 18.6481001599009 "b"
"559" 17.0316759138948 "b"
"560" 12.8208692770574 "b"
"561" 15.3385318250056 "b"
"562" 15.195640724345 "b"
"563" 13.1081183667425 "b"
"564" 16.5565663882984 "b"
"565" 12.591166500431 "b"
"566" 12.9551303960749 "b"
"567" 14.8885118344395 "b"
"568" 14.1381770543212 "b"
"569" 11.9219184979617 "b"
"570" 19.1950775537973 "b"
"571" 17.5100707374205 "b"
"572" 14.0103112085468 "b"
"573" 16.6044067683928 "b"
"574" 11.3782404321202 "b"
"575" 16.886301945145 "b"
"576" 16.7284941984123 "b"
"577" 18.7086716372691 "b"
"578" 16.4266189139375 "b"
"579" 10.3585575348292 "b"
"580" 15.1664063936689 "b"
"581" 17.0401862728103 "b"
"582" 10.9493952906206 "b"
"583" 15.7353073334621 "b"
"584" 14.077954392144 "b"
"585" 17.1940936996123 "b"
"586" 15.6041454181708 "b"
"587" 10.2736115013932 "b"
"588" 15.0706163323178 "b"
"589" 17.4049233330881 "b"
"590" 7.33311787586364 "b"
"591" 13.4192679571526 "b"
"592" 11.0614233280946 "b"
"593" 17.4025840389856 "b"
"594" 17.1393023115763 "b"
"595" 18.0957445877607 "b"
"596" 20.0454254938527 "b"
"597" 14.321068812324 "b"
"598" 14.4062129043524 "b"
"599" 18.1311067569637 "b"
"600" 13.6747879572151 "b"
"601" 10.0901127080413 "b"
"602" 15.6346877796956 "b"
"603" 13.6055048146725 "b"
"604" 13.0129283641315 "b"
"605" 14.6011392085632 "b"
"606" 11.0348948714663 "b"
"607" 15.2300783440297 "b"
"608" 13.8450273618542 "b"
"609" 17.8419193335065 "b"
"610" 15.0650588158344 "b"
"611" 13.6251179766845 "b"
"612" 15.6865864340908 "b"
"613" 10.8107771145247 "b"
"614" 17.7728826063898 "b"
"615" 15.1986481231613 "b"
"616" 17.4086725266587 "b"
"617" 14.8184242162295 "b"
"618" 15.2679858574267 "b"
"619" 16.2039341294291 "b"
"620" 12.3343181879872 "b"
"621" 19.3475082763013 "b"
"622" 15.6165314155783 "b"
"623" 14.8316400970068 "b"
"624" 13.0804216339706 "b"
"625" 17.1533429962724 "b"
"626" 14.8064991266836 "b"
"627" 15.3972887877212 "b"
"628" 15.1041452536623 "b"
"629" 15.8449579044626 "b"
"630" 17.757834764483 "b"
"631" 11.8718305412223 "b"
"632" 14.3591319593838 "b"
"633" 20.33384123061 "b"
"634" 19.3828225854837 "b"
"635" 13.906347532266 "b"
"636" 13.1605187358781 "b"
"637" 16.4877203413218 "b"
"638" 15.7369157589748 "b"
"639" 14.6162855705034 "b"
"640" 11.2486817456574 "b"
"641" 19.9030528836246 "b"
"642" 17.9263072930918 "b"
"643" 18.2522338128544 "b"
"644" 13.9218381856214 "b"
"645" 11.9534409808107 "b"
"646" 19.0065644196184 "b"
"647" 14.5333131718272 "b"
"648" 17.7798254945343 "b"
"649" 17.6677370648063 "b"
"650" 15.435350974714 "b"
"651" 12.544060121671 "b"
"652" 11.2895314163871 "b"
"653" 21.9516769373478 "b"
"654" 15.1521729247016 "b"
"655" 15.8725065292248 "b"
"656" 9.56613078044478 "b"
"657" 11.5645569414562 "b"
"658" 18.8426184664533 "b"
"659" 10.9215899369314 "b"
"660" 20.6549122109175 "b"
"661" 10.8941953189214 "b"
"662" 16.631821234686 "b"
"663" 11.2859094948078 "b"
"664" 20.6313970277102 "b"
"665" 10.6625697842188 "b"
"666" 14.5398978070987 "b"
"667" 12.1629341391938 "b"
"668" 15.9372149824116 "b"
"669" 15.8241731250553 "b"
"670" 14.0536730507809 "b"
"671" 13.8468972060375 "b"
"672" 10.7131928035973 "b"
"673" 17.8902530677092 "b"
"674" 16.8413448640325 "b"
"675" 13.8943367003495 "b"
"676" 9.57886602130877 "b"
"677" 19.0663153299498 "b"
"678" 16.3370404983443 "b"
"679" 15.4943843744109 "b"
"680" 15.0899332976341 "b"
"681" 12.9716612588964 "b"
"682" 18.4081489544688 "b"
"683" 21.5079963824377 "b"
"684" 11.7329421308065 "b"
"685" 11.6918217075859 "b"
"686" 18.9079085208246 "b"
"687" 6.66502346905599 "b"
"688" 16.0239346818769 "b"
"689" 14.3293506417481 "b"
"690" 14.4036852144429 "b"
"691" 19.8999080392803 "b"
"692" 9.39113546059827 "b"
"693" 14.2497334595027 "b"
"694" 10.8877219985313 "b"
"695" 19.3537855308276 "b"
"696" 8.58627067532026 "b"
"697" 13.268216857475 "b"
"698" 15.7093483546663 "b"
"699" 18.2995696901046 "b"
"700" 16.683848140952 "b"
"701" 21.9108810162532 "b"
"702" 21.0626876906682 "b"
"703" 14.8263644437805 "b"
"704" 16.3262801266933 "b"
"705" 11.0900065796463 "b"
"706" 14.8943387152384 "b"
"707" 17.7727629483856 "b"
"708" 13.9175150008644 "b"
"709" 16.4015180424493 "b"
"710" 14.3962894182317 "b"
"711" 14.9839579704546 "b"
"712" 13.4009901389252 "b"
"713" 13.4537545763244 "b"
"714" 14.7452672721868 "b"
"715" 16.3078000201235 "b"
"716" 17.9938627319336 "b"
"717" 11.5104322180119 "b"
"718" 20.0426815132052 "b"
"719" 18.6513615391269 "b"
"720" 14.9176835194486 "b"
"721" 14.1253631871081 "b"
"722" 17.9178834638207 "b"
"723" 14.2808798120842 "b"
"724" 12.2948469729568 "b"
"725" 13.1064770246321 "b"
"726" 10.1220747442971 "b"
"727" 8.55151216522285 "b"
"728" 21.3378837704998 "b"
"729" 15.8072412997605 "b"
"730" 13.4415835331716 "b"
"731" 14.9527966676731 "b"
"732" 14.5462412426403 "b"
"733" 15.264694061441 "b"
"734" 17.3367075357591 "b"
"735" 16.1601604127582 "b"
"736" 16.0438604010577 "b"
"737" 9.30128586167129 "b"
"738" 14.8269527520362 "b"
"739" 13.5860850406166 "b"
"740" 16.9041938944963 "b"
"741" 12.1177689219267 "b"
"742" 12.5855261681141 "b"
"743" 13.5121597135007 "b"
"744" 13.7445690482139 "b"
"745" 13.0350466491967 "b"
"746" 19.1864594708255 "b"
"747" 24.2810898849743 "b"
"748" 20.7024768937102 "b"
"749" 13.8140430219658 "b"
"750" 13.2398928824104 "b"
"751" 16.3852961587439 "b"
"752" 15.2916280159978 "b"
"753" 17.0280766924809 "b"
"754" 12.7536883763656 "b"
"755" 18.0766576572429 "b"
"756" 12.9102138437349 "b"
"757" 11.1685936934009 "b"
"758" 14.7227288146933 "b"
"759" 20.5423908365855 "b"
"760" 12.2111116331397 "b"
"761" 11.9075995301393 "b"
"762" 11.0414569357522 "b"
"763" 14.7473828946979 "b"
"764" 17.3217066209924 "b"
"765" 14.5201578796615 "b"
"766" 17.5899226268001 "b"
"767" 17.9081126335149 "b"
"768" 16.8423871204562 "b"
"769" 22.4907555204217 "b"
"770" 18.4657946456623 "b"
"771" 20.6246148503363 "b"
"772" 14.2873276299462 "b"
"773" 13.6416613851942 "b"
"774" 12.849745464455 "b"
"775" 16.4668028031512 "b"
"776" 17.5026047522416 "b"
"777" 17.7775944463789 "b"
"778" 17.8294654564054 "b"
"779" 13.3197766345791 "b"
"780" 17.063097852869 "b"
"781" 15.659476261007 "b"
"782" 11.9842878321753 "b"
"783" 16.1193034907654 "b"
"784" 16.40817470739 "b"
"785" 15.1938782327913 "b"
"786" 18.0144463246107 "b"
"787" 13.8785117402628 "b"
"788" 17.8083255122416 "b"
"789" 17.5349657668322 "b"
"790" 18.2779744777717 "b"
"791" 16.8877337950145 "b"
"792" 18.1117037348376 "b"
"793" 17.6118512076715 "b"
"794" 13.1177748447566 "b"
"795" 16.3071869634475 "b"
"796" 15.7182208237281 "b"
"797" 11.2316388595286 "b"
"798" 15.6707096504325 "b"
"799" 16.5137696069158 "b"
"800" 21.3510438294955 "b"
"801" 12.5475236562202 "b"
"802" 14.2522023849471 "b"
"803" 16.3889959436041 "b"
"804" 17.0019791551679 "b"
"805" 16.4645096559506 "b"
"806" 18.2294623032822 "b"
"807" 18.4478873603613 "b"
"808" 10.1336301693628 "b"
"809" 18.3788487839983 "b"
"810" 16.7712825862422 "b"
"811" 12.7782450927903 "b"
"812" 15.7573617535209 "b"
"813" 13.9890067832679 "b"
"814" 17.8441188076551 "b"
"815" 13.0189488598671 "b"
"816" 17.0491612996513 "b"
"817" 15.2351747046098 "b"
"818" 16.6001042719668 "b"
"819" 17.6267598979512 "b"
"820" 15.4155319505615 "b"
"821" 17.8205639036129 "b"
"822" 13.0089687770736 "b"
"823" 12.4727633020719 "b"
"824" 22.0930861699116 "b"
"825" 14.9014107162573 "b"
"826" 16.9512896101613 "b"
"827" 12.9048574134345 "b"
"828" 13.6874981641673 "b"
"829" 12.8427377488519 "b"
"830" 14.1750324474744 "b"
"831" 17.6907533141393 "b"
"832" 13.0807695422531 "b"
"833" 14.7716045466876 "b"
"834" 17.5460372449317 "b"
"835" 16.851176589206 "b"
"836" 9.03454521816166 "b"
"837" 16.8947858170526 "b"
"838" 9.16756390859638 "b"
"839" 16.4321250716366 "b"
"840" 20.3361897734539 "b"
"841" 17.6636775952443 "b"
"842" 11.6905078157542 "b"
"843" 14.0920988829909 "b"
"844" 17.5013862956116 "b"
"845" 7.77140851335352 "b"
"846" 15.7723571509531 "b"
"847" 8.47878469053062 "b"
"848" 15.0785030379394 "b"
"849" 13.2783304767502 "b"
"850" 15.8312181078662 "b"
"851" 15.7914120668431 "b"
"852" 17.6683740315051 "b"
"853" 13.4049251342645 "b"
"854" 14.1333697693095 "b"
"855" 21.9727131648493 "b"
"856" 17.4152090082462 "b"
"857" 12.5257755887196 "b"
"858" 16.8420229364316 "b"
"859" 15.0185510687879 "b"
"860" 16.5193898774665 "b"
"861" 11.8911729728977 "b"
"862" 8.82545108440191 "b"
"863" 11.4488952560119 "b"
"864" 13.4343761438864 "b"
"865" 11.5320712897114 "b"
"866" 20.1216327217244 "b"
"867" 13.7956624580681 "b"
"868" 14.7658552763987 "b"
"869" 12.9323027411554 "b"
"870" 12.8897922253113 "b"
"871" 15.6170088333408 "b"
"872" 16.2605251844312 "b"
"873" 18.1911447794945 "b"
"874" 12.816955690631 "b"
"875" 17.6211219236951 "b"
"876" 10.8347272866636 "b"
"877" 15.9300952481005 "b"
"878" 15.5701626433546 "b"
